SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
191,19170107906,MALA VIYA VIDYALAYA,WARD-76,Primary,Department of Education,Urban,Co-Educational,81,79,160,7,0
192,19170107923,MD. ALI JAWHAR S.S.K.,WARD-76,Primary,Local body,Urban,Co-Educational,28,29,57,0,2
193,19170107907,RAM KAMAL ST. UP SCHOOL,WARD-76,Primary,Department of Education,Urban,Co-Educational,30,18,48,0,3
194,19170107917,SARAT CH. PAUL GIRLS H.S.,WARD-76,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,370,370,0,33
195,19170107908,SARAT CH. PAUL GIRLS SCH.( PRY,WARD-76,Primary,Department of Education,Urban,Girls only,0,219,219,0,9
196,19170107919,SHAHEED AURANGZEB MEMORIAL SCH,WARD-76,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,1
197,19170107925,THE ACADEMY TRANSITION,WARD-76,Primary,Pvt. Unaided,Urban,Boys only,0,0,0,0,6
198,19170107911,THE KIDDEPORE ACADEMY,WARD-76,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,334,0,334,23,2
199,19170108321,KIDDERPORE ORIYA HIGH SCHOOL,WARD-80,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,53,51,104,6,3
200,19170108304,KIDDERPORE ORIYA SCHOOL,WARD-80,Primary,Department of Education,Urban,Co-Educational,47,46,93,1,5
201,19170108331,SARADA S.S.K.,WARD-80,Primary,Department of Education,Urban,Co-Educational,24,35,59,0,2
202,19170108323,SHRI SHANTI NEKETAN VIDYALAYA,WARD-80,Primary,Department of Education,Urban,Co-Educational,119,77,196,5,2
203,19170108315,SHRI SHANTI NIKETAN VIDYA.HIGH,WARD-80,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,225,0,225,8,2
,,Cluster Code & Name:,1917010063,BARISHA ASAR VIDYAPITH PR,,,,,,,,
204,19170112512,HRISHI ARABINDA PATHA BHABAN,WARD-122,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,0,0,0,10,0
205,19170112602,BAIDYA PARA GIRLS HIGH SCHOOL,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,40,40,0,11
206,19170112609,BAIDYA PARA HIGH SCHOOL(H.S),WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,102,0,102,18,3
207,19170112619,BARISA BASTUHARA G.S.F.P.SCH (DAY),WARD-123,Primary,Department of Education,Urban,Co-Educational,12,8,20,0,2
208,19170112605,BARISHA ASAR VIDYA. FOR GIRLS,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,167,167,0,14
209,19170112617,BARISHA ASAR VIDYAPITH,WARD-123,Primary,Department of Education,Urban,Co-Educational,49,57,106,3,5
210,19170112620,BARISHA BASTUHARA G.S.F.P. SCH.(M),WARD-123,Primary,Department of Education,Urban,Co-Educational,4,5,9,0,2
211,19170112618,JANAKALYAN VIDYAPITH,WARD-123,Primary,Department of Education,Urban,Co-Educational,47,32,79,1,4
212,19170112613,KUNJA BILASH VIDYAPITH,WARD-123,Primary,Department of Education,Urban,Co-Educational,13,18,31,2,1
213,19170112612,NANDAN PALLI PRATH VIDYALAYA,WARD-123,Primary,Department of Education,Urban,Co-Educational,12,16,28,0,3
214,19170112603,PURBA BARISHA HIGH SCHOOL,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,43,47,90,6,4
215,19170112611,PURBA BARISHA PRTH VIDYALAYA,WARD-123,Primary,Department of Education,Urban,Co-Educational,36,40,76,2,2
216,19170112606,THAKURTALA JUNIOR HIGH SCHOOL,WARD-123,Upper Primary only,Department of Education,Urban,Co-Educational,49,28,77,3,0
217,19170112610,THAKURTALA PRATHAMICK VIDYALAY,WARD-123,Primary,Department of Education,Urban,Co-Educational,27,26,53,1,3
218,19170112604,UCHCHA BALIKA VIDYAMANDIR,WARD-123,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,700,700,0,30
219,19170112707,BARISHA PURBAPARA PRATH VIDYAL,WARD-124,Primary,Department of Education,Urban,Co-Educational,102,71,173,1,6
220,19170112712,JANAKALYAN VIDYAPITH,WARD-124,Primary,Department of Education,Urban,Co-Educational,50,48,98,2,7
221,19170112711,MADHUMALA G.S.F.P. (DAY),WARD-124,Primary,Department of Education,Urban,Co-Educational,34,35,69,1,5
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
222,19170112710,MADHUMALA G.S.F.P. (MORNING),WARD-124,Primary,Department of Education,Urban,Co-Educational,10,9,19,1,3
223,19170112706,THAKURPURUR BRAHMAC PK VID GIR,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,282,282,0,16
224,19170112708,VIDYASAGAR VIDYAPITH,WARD-124,Primary,Department of Education,Urban,Co-Educational,6,9,15,2,0
225,19170112709,VIVEKANANDA PRIMARY SCHOOL,WARD-124,Primary,Department of Education,Urban,Co-Educational,66,61,127,2,6
,,Cluster Code & Name:,1917010064,BARISHA PURBA PARA H.S,,,,,,,,
226,19170111915,SHATARUPA S.S.K.,WARD-116,Primary,Local body,Urban,Co-Educational,21,17,38,0,2
227,19170112414,NEW HOLLYHOCK KINDERGARTEN SCHOOL,WARD-121,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,11
228,19170112625,MOHITLAL MAZUMDAR S.S.K.,WARD-123,Primary,Local body,Urban,Co-Educational,49,40,89,0,2
229,19170112627,ST. CHRISTOPHER'S ACADEMY,WARD-123,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
230,19170112701,BARISHA CHARANKABI SIKSHA NIKE,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,113,70,183,10,4
231,19170112703,BARISHA PURBA PARA HIGH SCHOOL,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,240,192,432,16,3
232,19170112704,BARISHA VIVEKANAN HIGH SCH-(HS,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,544,0,544,12,4
233,19170112713,BRAHMOCHARI PRANESH KUMAR VIDYALAYA,WARD-124,Primary,Department of Education,Urban,Co-Educational,23,25,48,3,1
234,19170112718,SISHU KALYAN BHAVAN,WARD-124,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,9
235,19170112719,SISTER NIVEDITA SCHOOL,WARD-124,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
236,19170112822,AASHAR ALO,WARD-125,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
,,Cluster Code & Name:,1917010062,BARTALA SIKSHA NIKETAN,,,,,,,,
237,19170114237,SARBODAYA HINDI BIDYALAYA(JR.HIGH),WARD-139,Upper Primary only,Department of Education,Urban,Co-Educational,102,108,210,2,0
238,19170114323,AL QURAISH PRIMARY SCHOOL,WARD-140,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,3
239,19170114312,BADARTALA HIGH SCHOOL,WARD-140,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,653,283,936,18,9
240,19170114302,BARTALA GIRLS HIGH SCHOOL,WARD-140,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,1137,1137,0,22
241,19170114318,BARTALA MODHYAMIK VIDYALAYA,WARD-140,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,1039,0,1039,21,2
242,19170114324,DESHBANDHU CHITTARANJAN S.S.K.,WARD-140,Primary,Local body,Urban,Co-Educational,19,35,54,0,2
243,19170114311,DINOBANDHU DAS VIDYAPITH,WARD-140,Primary,Department of Education,Urban,Co-Educational,165,169,334,5,3
244,19170114321,HAJI RATAN SHISHU BHARATI,WARD-140,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,1
245,19170114305,KANTHAL BERIA G.S.F.P. SCHOOL,WARD-140,Primary,Department of Education,Urban,Co-Educational,101,105,206,2,2
246,19170114320,KHALDHARI SK.RAIHAN ALI SMRITY,WARD-140,Upper Primary only,Others,Urban,Co-Educational,94,82,176,2,2
247,19170114325,NAVARATNA S.S.K.,WARD-140,Primary,Local body,Urban,Co-Educational,33,32,65,0,2
248,19170114326,NEW CALCUTTA PUBLIC SCHOOL,WARD-140,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,139,54,193,4,6
249,19170114307,PANCHPARA U.P. SCHOOL,WARD-140,Primary,Department of Education,Urban,Co-Educational,68,56,124,0,3
250,19170114304,SATGHARA G.S.F.P. SCHOOL,WARD-140,Primary,Department of Education,Urban,Co-Educational,102,74,176,4,1
251,19170114411,ANANTA KUMAR U.P. SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,121,111,232,2,4
252,19170114412,BADARTALA MADH.BALIKA VIDYAMAN,WARD-141,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,709,709,0,13
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
253,19170114403,BRAHAMA HINDI PRY SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,88,73,161,6,1
254,19170114406,DR. ABDUL KHABIR MEM F.P.SCH,WARD-141,Primary,Department of Education,Urban,Co-Educational,70,54,124,5,1
255,19170114432,DR. ALLAMA IQBAL S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,37,46,83,0,2
256,19170114429,KABI IQBAL S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,19,51,70,0,2
257,19170114428,KABI NAZRUL S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,32,42,74,0,2
258,19170114410,KACHARIBARI PRIMARY SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,63,82,145,1,4
259,19170114405,KANCHANTALA SUKANTA P.V.G.S.PS,WARD-141,Primary,Department of Education,Urban,Co-Educational,51,25,76,1,5
260,19170114409,KHAN PARA U.P. SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,104,98,202,3,2
261,19170114427,KHUDIRAM S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,38,32,70,0,2
262,19170114417,LIONESS EAST VIDYAMANDIR,WARD-141,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,8,4
263,19170114408,MAULANA AZAD PRY SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,389,401,790,17,4
264,19170114401,NADIAL JUNIOR HIGH SCHOOL,WARD-141,Upper Primary only,Department of Education,Urban,Co-Educational,270,168,438,4,3
265,19170114407,NADIAL U.P. SCHOOL,WARD-141,Primary,Department of Education,Urban,Co-Educational,106,86,192,1,3
266,19170114424,RABINDRANATH S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,40,34,74,0,2
267,19170114425,RISHI AUROBINDA S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,38,32,70,0,2
268,19170114433,ST. ANTHONY'S DAY SCHOOL,WARD-141,Primary,Un-Recognised,Urban,Co-Educational,0,0,0,1,8
269,19170114430,VIDYASAGAR S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,30,24,54,0,2
270,19170114426,VIVEKANANDA S.S.K.,WARD-141,Primary,Local body,Urban,Co-Educational,27,37,64,0,2
,,Cluster Code & Name:,1917010046,BASTUHARA VIDYAPITH,,,,,,,,
271,19170105410,KALIKATA ORIYA JUNIOR HIGH SCHOOL,WARD-51,Upper Primary only,Pvt. Aided,Urban,Co-Educational,64,63,127,2,2
272,19170106026,AGAPE MISSION SCHOOL,WARD-57,Primary,Pvt. Unaided,Urban,Co-Educational,35,20,55,1,3
273,19170106002,AMR SHAHEED VID MAN,WARD-57,Primary,Department of Education,Urban,Co-Educational,99,95,194,7,1
274,19170106009,BASTUHARA VIDYAPITH,WARD-57,Primary,Department of Education,Urban,Co-Educational,137,106,243,2,8
275,19170106032,CAPTAIN BHERY PRIMARY SCHOOL,WARD-57,Primary,Pvt. Unaided,Urban,Co-Educational,31,32,63,3,1
276,19170106017,CHINGRI GHATA MOHINI VIDYALAYA,WARD-57,Primary,Department of Education,Urban,Co-Educational,15,13,28,2,1
277,19170106004,HARIJAN PRY HINDI VIDY,WARD-57,Primary,Department of Education,Urban,Co-Educational,44,69,113,7,2
278,19170106005,HINDI VIDYALAYA,WARD-57,Primary,Department of Education,Urban,Co-Educational,49,29,78,3,2
279,19170106014,I.N.K.B G.S.F.P UNIT-II,WARD-57,Primary,Department of Education,Urban,Co-Educational,40,56,96,3,4
280,19170106010,INDRANARAYAN KIRAN BALA VIDYALAYA,WARD-57,Primary,Department of Education,Urban,Co-Educational,64,78,142,5,4
281,19170106028,JANATA SHISHU SADAN (D),WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,38,17,55,1,4
282,19170106029,JANATA SHISHU SADAN (M),WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,7
283,19170106018,JNANENDU SHIKSHA NIKETAN JR.HS,WARD-57,Upper Primary only,Department of Education,Urban,Co-Educational,82,96,178,1,5
284,19170106030,JUNIOR BELIAGHATA HIGH SCHOOL,WARD-57,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,6,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
285,19170106025,KIRON JYOTI SISHU NIKETAN,WARD-57,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,6
286,19170106035,MADRASAH TALIMUL QURAN (SEC - A),WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,113,96,209,9,0
287,19170106016,MARAR BAGAN AB. P. VID,WARD-57,Primary,Department of Education,Urban,Co-Educational,37,66,103,1,5
288,19170106022,MILAN BITHI F.P. SCHOOL,WARD-57,Primary,Department of Education,Urban,Co-Educational,10,8,18,0,4
289,19170106034,NABADISHA TANGRA,WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,16,24,40,0,2
290,19170106015,P.K. ORIYA V. NIKETAN,WARD-57,Primary,Department of Education,Urban,Co-Educational,18,24,42,1,3
291,19170106012,PALLY UNNAYAN P. SCHOOLMARARB.,WARD-57,Primary,Department of Education,Urban,Co-Educational,69,75,144,3,2
292,19170106003,SAMAJ K.S. PRY SCHOOL,WARD-57,Primary,Department of Education,Urban,Co-Educational,224,207,431,9,7
293,19170106049,SANT RABIDAS ADARSH VIDYALAYA,WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,10,15,25,1,3
294,19170106039,SARDA JYOTI,WARD-57,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,4
295,19170106013,SHASTRIJI H.V MANDIR II,WARD-57,Primary,Department of Education,Urban,Co-Educational,49,47,96,1,3
296,19170106007,SHASTRIJI H.V. MANDIR,WARD-57,Primary,Department of Education,Urban,Co-Educational,71,59,130,5,0
297,19170106027,SHREE PANCHANATH VIDYALAYA,WARD-57,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,34,29,63,3,1
298,19170106040,SHREE PANCHNATH VIDYALAYA (PRY),WARD-57,Primary,Pvt. Unaided,Urban,Co-Educational,26,32,58,1,5
299,19170106048,SRI MAHABIR ACADEMY,WARD-57,Upper Primary only,Un-Recognised,Urban,Co-Educational,16,20,36,0,2
300,19170106001,TANGRA M BOYS SCHOOL,WARD-57,Primary,Department of Education,Urban,Co-Educational,84,92,176,5,1
301,19170106031,TULIP NURSERY SCHOOL,WARD-57,Primary,Pvt. Unaided,Urban,Co-Educational,3,0,3,0,6
302,19170106128,B.M. GIRLS HIGH SCHOOL,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,159,159,4,6
303,19170106120,JANAKALYAN SIKSHA MANDIR,WARD-58,Primary,Department of Education,Urban,Co-Educational,140,189,329,3,6
304,19170106122,JANAKALYAN SIKSHA MANDIR HS SC,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,237,207,444,13,2
305,19170106107,MAHATMA G.S.S. G.S.F.P,WARD-58,Primary,Department of Education,Urban,Co-Educational,53,49,102,3,2
306,19170106121,SOUTH TANGRA FP SCHOOL,WARD-58,Primary,Department of Education,Urban,Co-Educational,6,13,19,1,2
307,19170106114,TANGRA P. VIDYAYATAN,WARD-58,Primary,Department of Education,Urban,Co-Educational,79,68,147,4,5
308,19170109123,CARE AND COUNSELLING CENTRE,WARD-88,Primary with Upper Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,46,23,69,0,10
,,Cluster Code & Name:,1917010004,BELGACHIA MONOHAR ACA (P),,,,,,,,
309,19170101225,INDIRA MEMORIAL ENG MED HIGH SCHOOL,WARD-10,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,7,8
310,19170101221,K.M.C.P5/1BALARAMGHOSHST.(D),WARD-10,Primary,Local body,Urban,Co-Educational,27,32,59,0,2
311,19170101220,K.M.C.P5/1BALARAMGHOSHST.(M),WARD-10,Primary,Local body,Urban,Co-Educational,25,21,46,2,0
312,19170101222,"KMCP52A,RAJANABAKRTSHNAST.(D)",WARD-10,Primary,Local body,Urban,Co-Educational,33,29,62,0,2
313,19170101207,SAILENDRA SIRCAR VIDYALAYA,WARD-10,Primary,Department of Education,Urban,Boys only,338,0,338,5,10
314,19170101224,TOWN SCHOOL CALCUTTA,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,87,0,87,15,1
315,19170101214,TOWN SCHOOL FOR GIRLS,WARD-10,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,97,97,0,12
316,19170111120,MARTINPARA KMCP SCHOOL,WARD-108,Primary,Local body,Urban,Co-Educational,177,147,324,3,1
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
317,19170111222,YOUNG HORIZONS SCHOOL,WARD-109,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,181,156,337,5,27
318,19170101314,NARI SIKSHA MANDIR(H.S.),WARD-11,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,168,168,0,15
319,19170111818,PURUSHOTTAM BHAGCHANDKA ACA SC,WARD-115,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,19
320,19170114223,KARBALA M.S.K (MORNING SEC.),WARD-139,Upper Primary only,Others,Urban,Co-Educational,53,50,103,5,2
321,19170101913,K.M.C.P84/1 ARABINDASARANI,WARD-17,Primary,Local body,Urban,Co-Educational,24,36,60,2,1
322,19170101912,SADAK RAMPRASAD & BSCS INSTITU,WARD-17,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,4,0,4,6,0
323,19170102012,KMCP 21/1MASJID BARI ST.(M),WARD-18,Primary,Local body,Urban,Co-Educational,43,44,87,3,0
324,19170102011,RAMJOY SEAL SISHU PATHSHALA(H),WARD-18,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,456,456,0,40
325,19170102009,UMA VIDYALAYA,WARD-18,Upper Primary only,Department of Education,Urban,Co-Educational,82,4,86,2,1
326,19170103224,NARKELDANGA LABBAIK MADRASAH SIKSHA,WARD-29,Primary,Others,Urban,Co-Educational,192,85,277,5,3
327,19170100348,BELGACHIA MONOHAR ACADEMY,WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,418,0,418,29,10
328,19170100339,BELGACHIA MUSLIM HIGH SCHOOL,WARD-3,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,107,127,234,4,2
329,19170100349,HOLLY HOCK NURSERY SCHOOL,WARD-3,Primary,Others,Urban,Co-Educational,11,8,19,0,3
330,19170100343,IQRA ASSEMBLY SCHOOL,WARD-3,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,253,132,385,5,5
331,19170100345,MILLAT GIRLS ACADEMY,WARD-3,Upper Primary only,Pvt. Unaided,Urban,Girls only,0,0,0,6,1
332,19170100347,MILLAT GIRLS ACADEMY (PRY),WARD-3,Primary,Pvt. Unaided,Urban,Girls only,0,66,66,0,4
333,19170100338,NEHALIA DAY GIRLS JUNIOR HIGH,WARD-3,Upper Primary only,Pvt. Unaided,Urban,Girls only,0,87,87,0,5
334,19170100326,NEHALIA DAY JR. H.SCHOOL,WARD-3,Upper Primary only,Department of Education,Urban,Boys only,198,0,198,6,0
335,19170100329,PAIKPARA KR. ASHUTOSH INS.,WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,37,0,37,10,2
336,19170100337,RANI SATARUPA VIDYALAYA (H.S.),WARD-3,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,158,158,0,12
337,19170103729,BELEGHATA DESH BANDHU H.S.(BR.,WARD-34,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,240,0,240,6,0
338,19170100514,BELGACHIA KUMUDINI K VIDYAMANDIR,WARD-5,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,203,203,0,14
339,19170105823,HOLY CHILD GIRLS SCHOOL (PRIMARY),WARD-55,Primary,Pvt. Unaided,Urban,Girls only,0,578,578,0,10
340,19170105925,MOTIJHEEL JUNIOR HIGH SCHOOL (BOYS),WARD-56,Upper Primary only,Department of Education,Urban,Boys only,74,0,74,3,0
341,19170106724,"19,DARGA RD(M) K.M.C.P (H. MEDIUM)",WARD-64,Primary,Local body,Urban,Co-Educational,28,20,48,0,2
342,19170108820,LA MATERNELLE HIGH SCHOOL,WARD-85,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,197,126,323,0,25
343,19170109632,INFANT JESUS JUNIOR HIGH SCHOOL,WARD-93,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
344,19170109826,SUKANTA SMRITI S.S.K,WARD-95,Primary,Local body,Urban,Co-Educational,25,15,40,0,2
,,Cluster Code & Name:,1917010005,BHARATI PRATHAMIK,,,,,,,,
345,19170111014,P GARDEN JNANPITH C ACA(T. PARK BR),WARD-107,Primary,Pvt. Unaided,Urban,Co-Educational,48,33,81,0,10
346,19170102310,"KMCP 8B,GANGA NARAYAN DUTTA LE",WARD-21,Primary,Local body,Urban,Co-Educational,47,48,95,2,2
347,19170102308,SISHUSIKHALAYA,WARD-21,Primary,Department of Education,Urban,Co-Educational,17,12,29,0,2
348,19170102411,KMCP9-BURTOLLASTREET,WARD-22,Primary,Local body,Urban,Co-Educational,151,118,269,4,0
State Name :,WEST BENGAL,,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:
349,19170102418,SHRI JAIN SHIKSHALAYA,,WARD-22,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1
350,19170102419,THE CHILD HERITAGE,,WARD-22,Primary,Pvt. Unaided,Urban,Co-Educational,25,11,36,1
351,19170102620,15/SHIBTALA STR. KOL-17K.M.C.P,,WARD-23,Primary,Local body,Urban,Co-Educational,61,73,134,2
352,19170102619,18 SHIB THAKUR LANE KOL-7,,WARD-23,Primary,Local body,Urban,Co-Educational,34,36,70,3
353,19170102609,CITY JUBILE U.P. SCHOOL,,WARD-23,Primary,Department of Education,Urban,Co-Educational,20,25,45,3
354,19170102624,SHREE LAKSHMI SHIKSHA SADAN,,WARD-23,Primary,Pvt. Unaided,Urban,Co-Educational,38,14,52,6
355,19170102817,K.M.C.P,A BINDU PALIT LANE,WARD-25,Primary,Local body,Urban,Co-Educational,42,45,87,1
356,19170102807,SHREE ARUN BAL VIDYALAYA,,WARD-25,Primary,Department of Education,Urban,Co-Educational,26,26,52,1
357,19170102826,SHREE NURSHING K.G. SCHOOL,,WARD-25,Primary,Others,Urban,Co-Educational,45,15,60,1
358,19170102823,SRI R.N.SINGH MEMORIAL H.SCHOO,,WARD-25,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,3
